,Participant,protocol,device,D,ID,W,tau,Dtau,sigma0,omega,C,rsq,pvptype
42,217235.0,pvp,controller,110.2,6.389861771052448,1.33,0.88,48.611173400966585,31.018660341695718,3.5948810131226825,2.35318024348672,0.9940841465983548,Centroid
43,217235.0,pvp,controller,64.6,5.631436930520657,1.33,0.72,20.31999672991671,22.04088969678585,2.7634066828816506,2.824537387724696,0.9647276415121572,Centroid
44,217235.0,pvp,controller,19.0,3.934112064343543,1.33,0.5700000000000001,7.374243415422222,7.720257280968775,2.2248540660885734,2.3537521148388514,0.9130811291883038,Centroid
45,217235.0,pvp,controller,41.8,5.01919356523331,1.33,0.56,19.668128824981853,17.369011621560706,2.733694017438585,2.455994684039839,0.939178718749559,Centroid
46,217235.0,pvp,controller,133.0,6.658211482751796,1.33,0.81,47.21610637074741,24.77694946769838,3.6955820341515495,2.24378313917354,0.994476184654569,Centroid
47,217235.0,pvp,controller,87.4,6.0599238176520585,1.33,0.6,35.06617592829294,17.912311344244827,2.702809727271006,2.34239363742172,0.9934496368281716,Centroid
48,217235.0,pvp,mouse,19.0,3.934112064343543,1.33,0.31,7.876407673411823,8.93241088589383,1.4461778907346003,3.789174689266375,0.9727135796872852,Centroid
49,217235.0,pvp,mouse,64.6,5.631436930520657,1.33,0.26,38.72494616566429,13.855509680524891,1.5832961053786236,4.0780934769351145,0.9915065906083208,Centroid
50,217235.0,pvp,mouse,110.2,6.389861771052448,1.33,0.3,44.398609817088406,18.772636312512077,1.3826184420715055,5.705376639876383,0.9830879279456964,Centroid
51,217235.0,pvp,mouse,41.8,5.01919356523331,1.33,0.25,21.24110540969889,13.276682297179716,1.0718825367367704,6.13540226611389,0.9906352198250632,Centroid
52,217235.0,pvp,mouse,87.4,6.0599238176520585,1.33,0.29,32.17497777794395,17.117175978151103,1.523367870725975,4.80667924766632,0.9897199414525688,Centroid
53,217235.0,pvp,mouse,133.0,6.658211482751796,1.33,0.26,78.60707302626791,22.045445911427425,1.3835516426104104,5.210364596868318,0.97203716245492,Centroid
54,217235.0,fitts,mouse,133.0,6.658211482751796,1.33,0.27,50.44976373089201,28.19235430757047,1.2117963845328608,5.841070655329293,0.991815262523436,Centroid
55,217235.0,fitts,mouse,64.6,5.27715822476734,1.71,0.19,37.97910970554755,16.527058441158296,0.9846189801258992,5.264058424154383,0.9792034377762812,Centroid
56,217235.0,fitts,mouse,87.4,4.655954332292595,3.61,0.19,35.755934058414496,18.092536250486923,0.9878397039716073,5.225809942518055,0.9948568509923368,Centroid
57,217235.0,fitts,mouse,19.0,1.3856536924977498,11.78,0.18,7.921638636404612,6.412478788850699,0.5300000009988319,5.053100468715019,0.9523309121536292,Centroid
58,217235.0,fitts,mouse,110.2,3.7958592832197744,8.55,0.2,52.59465554679054,20.575224467558165,0.915457458058873,4.648047543961775,0.9518836481212144,Centroid
59,217235.0,fitts,mouse,41.8,2.938599455335857,6.2700000000000005,0.16,25.05745674588902,8.22054623944592,0.7363181069633543,4.973422919101535,0.9854421060711476,Centroid
60,217235.0,fitts,controller,110.2,3.7958592832197744,8.55,0.74,52.24336336337757,27.91418695343221,1.9336618123897484,2.054304528365185,0.9927395547083714,Centroid
61,217235.0,fitts,controller,64.6,5.27715822476734,1.71,0.67,23.60688020105992,21.033456763801137,2.37559569213888,2.751431165038657,0.993328724595649,Centroid
62,217235.0,fitts,controller,19.0,1.3856536924977498,11.78,0.5,6.032342842465152,7.244773696815709,1.0482708994815884,2.4001128555789832,0.9959704741606802,Centroid
63,217235.0,fitts,controller,133.0,6.658211482751796,1.33,0.8300000000000001,28.22896933183405,16.03185605999265,2.498874576786777,2.847316957234178,0.9921551074802591,Centroid
64,217235.0,fitts,controller,87.4,4.655954332292595,3.61,0.56,31.029537732693004,19.54477822703907,2.3304494188870954,2.984878221014561,0.9899470031847206,Centroid
65,217235.0,fitts,controller,41.8,2.938599455335857,6.2700000000000005,0.5,13.793168418602905,13.599392553456234,1.3169543968931745,3.517125662008143,0.9951420171428296,Centroid
66,217235.0,fitts,touchpad,133.0,6.658211482751796,1.33,0.37,68.51783093775192,41.382149778957874,1.867878104098181,4.722029700868216,0.9868108580068298,Centroid
67,217235.0,fitts,touchpad,19.0,1.3856536924977498,11.78,0.29,12.69404550936822,4.302126095373313,0.4746454135340702,9.002248202834078,0.9759432842028088,Centroid
68,217235.0,fitts,touchpad,110.2,3.7958592832197744,8.55,0.34,43.742449296765926,41.413521854390126,1.405164368756601,5.338123616165008,0.9356063905563896,Centroid
