,Participant,protocol,device,D,ID,W,tau,Dtau,sigma0,Omega,C,rsq
0,642382.0,fitts,mouse,41.8,2.938599455335857,6.2700000000000005,0.26,17.586076072189222,8.212886941690513,0.8057007419245891,7.399485308327042,0.9481179573949058
1,642382.0,fitts,mouse,110.2,3.7958592832197744,8.55,0.2,74.2457946903414,18.513342532640436,0.8230823969871697,4.430018903051951,0.9802926448400472
2,642382.0,fitts,mouse,64.6,5.27715822476734,1.71,0.23,29.00530319380193,11.843798099654531,0.9469543881418381,6.533077069551316,0.9407484594884641
3,642382.0,fitts,mouse,133.0,6.6582114827517955,1.33,0.24,73.89534480467756,23.727674373004678,1.1040584514002107,6.493496184027324,0.990777659182641
4,642382.0,fitts,mouse,87.4,4.655954332292595,3.61,0.24,37.856679032821354,15.529774055242477,0.8431946900925531,6.420053658503182,0.9959337878794596
5,642382.0,fitts,mouse,19.0,1.3856536924977498,11.78,0.23,5.754151889101797,5.662609290717965,0.4235972368092199,3.766531656454027,0.8700187348025917
6,642382.0,fitts,touchpad,87.4,4.655954332292595,3.61,0.34,49.83238827691265,22.00952566350686,1.102567447885817,5.45973891654326,0.9887726757868585
7,642382.0,fitts,touchpad,19.0,1.3856536924977498,11.78,0.29,5.274545789207887,4.652418868725827,0.6355632174310506,3.789600252186286,0.7953762141380811
8,642382.0,fitts,touchpad,110.2,3.7958592832197744,8.55,0.31,64.13799608061599,27.67030628194915,1.000782538155471,6.6212526633552935,0.9479084158226633
9,642382.0,fitts,touchpad,133.0,6.6582114827517955,1.33,0.34,89.29870995480854,45.29879256068579,1.3224133017584216,6.931216753154463,0.9795624449648964
10,642382.0,fitts,touchpad,64.6,5.27715822476734,1.71,0.34,32.664749100204105,19.47972039371014,1.2318413722268629,5.859554293450853,0.9549981279371403
11,642382.0,fitts,touchpad,41.8,2.938599455335857,6.2700000000000005,0.32,16.50776752678545,10.522095450200242,1.0935816985935618,3.3804390548956875,0.8615831921628889
12,642382.0,pvp,controller,87.4,6.0599238176520585,1.33,0.6900000000000001,25.59286259125883,16.404832895042713,3.244893141277608,2.284085937559481,0.9827581909662816
13,642382.0,pvp,controller,110.2,6.389861771052448,1.33,0.61,50.46586062120987,12.467928357893818,3.136037111069044,1.9372188704898536,0.9523627335161882
14,642382.0,pvp,controller,19.0,3.9341120643435428,1.33,0.45,3.0383795371301896,9.223969089481304,2.3059064407096037,2.2578199617069132,0.9893362942216153
15,642382.0,pvp,controller,133.0,6.6582114827517955,1.33,1.03,14.576444035598941,14.59043815706535,3.7557487904626594,1.6602357407359767,0.8815763563681123
16,642382.0,pvp,controller,64.6,5.631436930520657,1.33,0.64,10.25331338942075,12.820984305040806,3.120784951996912,1.8197981326777997,0.8856868465863711
17,642382.0,pvp,controller,41.8,5.01919356523331,1.33,0.65,3.4192327856933575,11.145174082806223,3.1225392038644597,1.8649132967425925,0.963891329658432
18,642382.0,fitts,controller,110.2,3.7958592832197744,8.55,0.75,20.646665123482727,16.934182830713024,1.504752037317881,3.4756250782707045,0.9303162304238514
19,642382.0,fitts,controller,19.0,1.3856536924977498,11.78,0.29,6.324123390497541,9.093754964032195,1.1475930173813251,1.6629174806269038,0.8569425600525225
20,642382.0,fitts,controller,64.6,5.27715822476734,1.71,0.52,19.7399337534079,12.227396694396207,2.262023102981266,2.2593733696393703,0.8898560124609167
21,642382.0,fitts,controller,41.8,2.938599455335857,6.2700000000000005,0.32,23.608881325478272,10.52508322980647,1.9460012393536295,2.0915745458746,0.9700892466707497
