,Participant,protocol,device,D,ID,W,MT,xT,yT,x_end,y_end,x0,y0
0,179477,fitts,controller,66.5,5.672425341971496,1.33,5.947018384933472,196.46,86.64,194.43880730138355,87.92750219175312,171.24141973512207,86.02969265018541
1,179477,fitts,controller,66.5,5.672425341971496,1.33,3.886012077331543,62.10380730138356,97.80750219175312,61.75326321305534,98.69687568225446,194.43880730138355,87.92750219175312
2,179477,fitts,controller,66.5,5.672425341971496,1.33,5.407783269882202,191.04826321305535,69.15187568225447,190.97999281653043,68.489355940826,61.75326321305534,98.69687568225446
3,179477,fitts,controller,66.5,5.672425341971496,1.33,4.994573354721069,67.57499281653044,116.93935594082599,65.2744930074908,116.79731455780232,190.97999281653043,68.489355940826
4,179477,fitts,controller,66.5,5.672425341971496,1.33,4.559523582458496,180.12949300749082,50.48731455780232,181.4911624867019,51.84543747054445,65.2744930074908,116.79731455780232
5,179477,fitts,controller,66.5,5.672425341971496,1.33,4.91279411315918,77.7511624867019,134.59043747054446,76.62586022898117,135.47243367593416,181.4911624867019,51.84543747054445
6,179477,fitts,controller,66.5,5.672425341971496,1.33,3.7413034439086914,166.87586022898117,38.19243367593415,168.9362481125108,38.70317872051458,76.62586022898117,135.47243367593416
7,179477,fitts,controller,66.5,5.672425341971496,1.33,6.210101842880249,94.26624811251081,148.33317872051458,90.9250028327515,150.80815450108295,168.95044518894596,38.68864281238925
8,179477,fitts,controller,66.5,5.672425341971496,1.33,0.7048170566558838,148.4000028327515,31.29815450108295,90.9250028327515,150.80815450108295,90.9250028327515,150.80815450108295
9,179477,fitts,controller,66.5,5.672425341971496,1.33,2.581359386444092,51.8800028327515,277.53815450108294,90.9250028327515,150.80815450108295,90.9250028327515,150.80815450108295
10,179477,fitts,controller,66.5,5.672425341971496,1.33,4.183843612670898,110.68500283275151,19.613154501082946,109.82614944847955,21.81761351427695,90.9250028327515,150.80815450108295
11,179477,fitts,controller,66.5,5.672425341971496,1.33,4.44020938873291,109.82614944847955,154.53261351427696,110.01823916318854,155.18345006540108,109.82614944847955,21.81761351427695
12,179477,fitts,controller,66.5,5.672425341971496,1.33,2.5277302265167236,90.25823916318853,23.988450065401057,89.81544396220603,24.60162017872137,110.01823916318854,155.18345006540108
13,179477,fitts,controller,66.5,5.672425341971496,1.33,3.269700765609741,128.86044396220603,151.33162017872138,130.23246227456391,153.07163026081005,89.81544396220603,24.60162017872137
14,179477,fitts,controller,66.5,5.672425341971496,1.33,4.229912281036377,72.75746227456392,33.561630260810034,71.7609808708857,35.27096879454611,130.23246227456391,153.07163026081005
15,179477,fitts,controller,66.5,5.672425341971496,1.33,3.7664029598236084,146.4309808708857,144.90096879454612,145.59577397482303,143.60539490606524,71.7609808708857,35.27096879454611
16,179477,fitts,controller,66.5,5.672425341971496,1.33,4.56625509262085,55.345773974823054,46.32539490606522,54.96879491194484,44.502722889490336,145.59577397482303,143.60539490606524
17,179477,fitts,controller,66.5,5.672425341971496,1.33,5.618609666824341,158.70879491194484,127.24772288949036,159.1384440349686,126.9584262737165,54.96879491194484,44.502722889490336
18,179477,fitts,controller,66.5,5.672425341971496,1.33,3.9967875480651855,44.28344403496861,60.64299856468815,43.23320077357459,58.1063251900332,159.1384440349686,126.92594689753591
19,179477,fitts,controller,66.5,5.672425341971496,1.33,4.493342638015747,166.63820077357457,106.5563251900332,166.35414761672152,106.91894769676509,43.23320077357459,58.1063251900332
20,179477,fitts,controller,66.5,5.672425341971496,1.33,2.550100326538086,37.05914761672153,77.37394769676509,34.54426527473639,76.33401067608642,166.35414761672152,106.91894769676509
21,179477,fitts,controller,9.5,0.853158611670729,11.78,3.6536824703216553,139.46,86.64,138.38318280571855,91.02106798707723,34.69507647020534,76.33401067608642
22,179477,fitts,controller,9.5,0.853158611670729,11.78,1.4181959629058838,119.52723117260042,89.61199842814368,123.07632505737428,91.6120325003684,138.79822187847967,91.15365536600025
23,179477,fitts,controller,9.5,0.853158611670729,11.78,2.3989334106445312,141.41025921117742,95.7920325003684,140.60535262046892,101.1352911346597,122.66520584504572,91.6120325003684
24,179477,fitts,controller,9.5,0.853158611670729,11.78,1.4771523475646973,122.93535262046892,94.16848554006809,121.19240266756721,95.57558175916189,140.60535262046892,101.05945334684004
25,179477,fitts,controller,9.5,0.853158611670729,11.78,0.9082214832305908,137.6274026675672,105.07558175916188,145.01023770056332,110.79449266977136,120.75621639208364,95.37769482259836
26,179477,fitts,controller,9.5,0.853158611670729,11.78,1.4253041744232178,130.19023770056333,98.91949266977136,131.47855797257375,101.08721807442264,145.64144064961957,111.13990394715177
27,179477,fitts,controller,9.5,0.853158611670729,11.78,0.8398182392120361,144.39855797257377,115.05221807442264,155.13968625018157,123.22901561191136,130.9906200282172,100.8880159608302
28,179477,fitts,controller,9.5,0.853158611670729,11.78,2.1297924518585205,144.5657800271986,107.731176789348,137.13001761760313,110.46988089377815,155.439904055138,124.06130040503947
29,179477,fitts,controller,9.5,0.853158611670729,11.78,2.909440040588379,145.31710529203718,127.56988089377816,145.47794223607647,130.68459704745615,137.20691215255636,110.46988089377815
30,179477,fitts,controller,9.5,0.853158611670729,11.78,1.1183829307556152,139.87294223607648,112.53959704745614,142.94987091971916,113.68372261953584,145.47794223607647,130.47194247055776
31,179477,fitts,controller,9.5,0.853158611670729,11.78,0.982151985168457,145.73623043351859,132.3711155417796,143.32251647259994,138.1169016595751,142.68004662876749,113.5751157748659
